time,S,R,T
0,15000,15000,30000
0.2,17437.4385998502,16974.7412872179,34412.1798870681
0.4,20201.5812118031,19179.8829139392,39381.4641257423
0.6,23335.490810548,21645.4989408708,44980.9897514188
0.8,26881.4906373467,24401.6597784249,51283.1504157715
1,30877.2347721762,27477.442998721,58354.6777708972
1.2,35364.5011600581,30903.6682796284,66268.1694396864
1.4,40380.1728636889,34711.1106837156,75091.2835474045
1.6,45960.3790370851,38933.0098380172,84893.3888751023
1.8,52141.7686574861,43599.8234403765,95741.5920978626
2,58942.9150743384,48745.5206509064,107688.435725245
2.2,66400.5442176382,54401.4686647589,120802.012882397
2.4,74510.483022474,60595.1901237122,135105.673146186
2.6,83291.7052502169,67357.1972797955,150648.902530012
2.8,92731.0720725014,74709.6930146611,167440.765087163
3,102791.997531684,82669.3468242304,185461.344355914
3.2,113463.321218837,91257.6541763823,204720.975395219
3.4,124624.990387719,100460.454698174,225085.445085893
3.6,136272.708323088,110302.894562436,246575.602885524
3.8,148290.621921104,120766.489454523,269057.111375627
4,160540.465066233,131823.428921945,292363.893988178
4.2,172972.839353095,143482.880698194,316455.720051289
4.4,185370.469122939,155669.212508945,341039.681631884
4.6,197630.365246634,168367.141646583,365997.506893217
4.8,209623.084174633,181542.736653433,391165.820828066
5,221149.733286822,195105.834148755,416255.567435577
5.2,232088.256620598,209031.764633758,441120.021254356
5.4,242304.141111539,223254.635105162,465558.776216701
5.6,251664.711309346,237705.42403066,489370.135340007
5.8,260025.009374087,252336.020586038,512361.029960126
6,267496.303643684,267105.379508352,534601.683152036
6.2,273877.735209263,281953.297734834,555831.032944097
6.4,279049.560695726,296824.550925895,575874.11162162
6.6,282906.382012349,311664.795229278,594571.177241627
6.8,285611.181499507,326473.753302419,612084.934801927
7,287147.180754709,341214.934149222,628362.114903931
7.2,287438.40338809,355839.921058497,643278.324446587
7.4,286646.796118891,370367.093810537,657013.889929427
7.6,284830.108166384,384783.327553384,669613.435719768
7.8,281979.695283193,399055.423040293,681035.118323486
8,278225.006486193,413202.987638617,691427.99412481
8.2,273654.670396035,427228.510277508,700883.180673543
8.4,268309.674115746,441114.500942968,709424.175058714
8.6,262286.272470421,454872.816789907,717159.089260328
8.8,255672.346913037,468510.002212466,724182.349125503
9,248536.537108604,482020.393020847,730556.930129451
9.2,240949.490026579,495405.745476566,736355.235503145
9.4,232982.870394368,508667.638571796,741650.508966164
9.6,224714.866025778,521806.515131485,746521.381157263
9.8,216167.559639409,534807.39216381,750974.95180322
10,207392.757230322,547664.213983425,755056.971213747
10.2,198489.659360015,560385.159736079,758874.819096094
10.4,189526.397042963,572969.076912284,762495.473955246
10.6,180571.101293641,585414.813002552,765985.914296194
10.8,171691.903126525,597721.215497398,769413.118623923
11,162852.194003917,609838.564787286,772690.758791204
11.2,154093.184160686,621753.22535923,775846.409519916
11.4,145493.355807599,633468.844491172,778962.200298771
11.6,137099.951311913,644974.583733612,782074.535045525
11.8,128891.969846891,656236.181986585,785128.151833477
12,120874.841340393,667228.449799477,788103.291139869
12.2,113111.411159885,677945.904035145,791057.31519503
12.4,105632.357288242,688372.020962336,794004.378250579
12.6,98427.2094847313,698488.632426128,796915.841910859
12.8,91480.6152379921,708277.375159372,799757.990397364
13,84840.1673714108,717722.401405662,802562.568777073
13.2,78523.9897615695,726806.685728745,805330.675490314
13.4,72528.528826244,735519.42466643,808047.953492674
13.6,66825.034121758,743857.04688737,810682.081009128
13.8,61441.1724581883,751799.787894187,813240.960352375
14,56382.7664861126,759334.153010843,815716.919496956
14.2,51612.9423862813,766480.281099065,818093.223485346
14.4,47145.829763873,773218.133797296,820363.963561169
14.6,42980.2896372884,779539.700356383,822519.989993671
14.8,39099.8710339192,785454.559987626,824554.431021546
15,35489.062341059,790971.19617188,826460.258512939
15.2,32148.0019310976,796079.837230144,828227.839161242
15.4,29067.1342254175,800782.680343064,829849.814568482
15.6,26220.0743884052,805106.14526383,831326.219652235
15.8,23604.0826248713,809042.619125702,832646.701750573
16,21208.2406655614,812596.260448012,833804.501113574
16.2,19016.7711289086,815788.466278656,834805.237407565
16.4,17017.3305459329,818628.451275741,835645.781821674
16.6,15198.8563699942,821120.885807198,836319.742177192
16.8,13549.3607728363,823279.805512238,836829.166285075
17,12057.1205953151,825127.36984159,837184.490436905
17.2,10709.8137191836,826667.353664505,837377.167383689
17.4,9495.36041859101,827910.971895366,837406.332313957
17.6,8403.36520928299,828872.255677164,837275.620886447
17.8,7427.83946351368,829572.604879199,837000.444342713
18,6554.55854223675,830019.647896014,836574.206438251
18.2,5772.49846140587,830226.364953023,835998.863414429
18.4,5071.93876699291,830206.116063284,835278.054830277
18.6,4450.76382454635,829974.47692838,834425.240752927
18.8,3897.54321133208,829544.309356513,833441.852567845
19,3406.47657000023,828927.687932241,832334.164502241
19.2,2973.40381607973,828135.690187178,831109.094003258
19.4,2590.01088271292,827181.918684246,829771.929566959
19.6,2253.12419041241,826074.717480372,828327.841670785
19.8,1957.19817509153,824825.277221505,826782.475396596
20,1696.42017095723,823445.09242721,825141.512598168
20.2,1468.67634299491,821940.999732182,823409.676075177
20.4,1268.90969852215,820323.570109038,821592.47980756
20.6,1095.08930513254,818599.549454977,819694.638760109
20.8,943.333943197513,816778.019365305,817721.353308503
21,811.597374957178,814865.557914314,815677.155289271
21.2,697.10598738645,812869.760987877,813566.866975264
21.4,597.917396245276,810796.839080262,811394.756476508
21.6,512.091951569891,808653.028321235,809165.120272805
21.8,437.857695482738,806444.141790681,806881.999486164
22,373.921000786689,804175.147207025,804549.068207811
22.2,318.626817613528,801851.621519024,802170.248336637
22.4,271.16498725223,799477.434154582,799748.599141834
22.6,230.404964107937,797057.081260632,797287.48622474
22.8,195.422218886392,794594.438020186,794789.860239072
23,165.519840252902,792092.99230947,792258.512149723
23.2,139.941014622701,789556.143139443,789696.084154065
23.4,118.176555924795,786986.793540998,787104.970096923
23.6,99.6292874746346,784387.882214137,784487.511501612
23.8,83.8899161021256,781761.909486771,781845.799402873
24,70.5341858981656,779111.311451323,779181.845637221
24.2,59.2192498459556,776438.273986106,776497.493235952
24.4,49.6469898330694,773744.810601234,773794.457591067
24.6,41.5547244612287,771032.779027566,771074.333752027
24.8,34.7391180029835,768303.831936998,768338.571055001
25,29.0007360804635,765559.535720775,765588.536456855
